course_id,instructor,instructor_rating
7337,Andrew Therriault,4.45
7338,Frances Hagopian,4.45
7339,Michael Rosen,4.6
7342,Nara Dillon,4.6
7345,Timothy Colton,
7346,Jill Kelly,4.17
7348,Gabriel Katsh,4.91
7352,Harvey Mansfield,4.69
7354,Alastair Johnston,4.67
7355,George Soroka,4.75
7356,Arie Krampf,
7357,Dan Epstein,
7360,Theda Skocpol,4.2
7365,Arthur Applbaum,4.89
7366,Sarah James,4.67
7368,Thomas Remington,5.0
7369,Sparsha Saha,4.67
7371,Gloria Ayee,4.8
7372,Yuhua Wang,4.93
7373,Daniel Ziblatt,5.0
7374,Ryan Enos,4.0
7272,Peter Buisseret,4.63
7274,Jill Kelly,4.57
7278,Diana Schaub,4.89
7280,Harvey Mansfield,4.63
7282,Roberto Mangabeira Unger,4.29
7283,Eric Nelson,4.13
7285,Torben Iversen,4.83
7286,Daniel Ziblatt,
7287,Stephen Jones,4.38
7289,Arvid Bell,4.6
7291,Sarah Hummel,4.13
7293,Steven Levitsky,4.57
7294,Gloria Ayee,4.0
7297,Latanya Sweeney,4.19
7300,Daniel Carpenter,4.29
7302,Stephen Ansolabehere,3.61
7302,Dustin Tingley,3.61
7305,Michael Hiscox,4.77
7307,Michael Hiscox,4.44
7317,Peter Hall,4.9
7318,Adeline Lo,3.63
7321,Elizabeth Perry,4.75
7324,Jennifer Hochschild,3.5
7324,Daniel Schneider,4.0
7326,Alastair Johnston,5.0
7327,Jeffry Frieden,4.83
7332,Christoph Mikulaschek,5.0
7332,,5.0
7333,,
7333,,
7566,Meredith Rosenthal,3.14
7465,Michael O'Sullivan,5.0
7466,Derek Penslar,
7467,Kris Klein Hernandez,4.67
7468,James Hankins,4.25
7470,Ian Miller,4.27
7473,Johanna Folland,
7474,Aaron Bekemeyer,4.67
7478,Walter Johnson,4.63
7479,Kirsten Weld,4.82
7483,John Mulhall,
7485,Belle Cheves,
7488,Lizabeth Cohen,4.42
7512,Ann Blair,4.5
7513,Lizabeth Cohen,4.8
7514,Jane Kamensky,
7515,Erez Manela,3.91
7516,Derek Penslar,4.36
7518,Carla Heelan,
7444,Rosie Bsheer,4.38
7446,Cemal Kafadar,4.09
7449,Flynn Cratty,4.69
7451,Sugata Bose,4.41
7452,Gabe Pizzorno,
7454,Ian Kumekawa,4.55
7459,Fredrik Logevall,4.46
7461,Johanna Folland,4.5
7462,Aaron Bekemeyer,4.74
7476,James Hankins,4.4
7490,Emmanuel Akyeampong,4.0
7493,Alison Frank Johnson,4.9
7495,Drew Faust,4.73
7496,Tamar Herzog,4.83
7497,Kelly O'Neill,3.82
7498,Joyce Chaplin,4.5
7500,Rosie Bsheer,
7504,David Armitage,
7508,Cemal Kafadar,5.0
7519,Philip Deloria,
7522,Steven Biel,4.5
7522,Lauren Kaminsky,4.5
7523,Kathryn Brackney,4.13
7537,Arianne Urus,4.73
7380,Patricio del Real,3.48
7381,David Roxburgh,4.53
7390,Carrie Lambert-Beatty,4.21
7405,Jeffrey Hamburger,4.6
7408,Evridiki Georganteli,
7411,Zachary Seibold,
7411,Ian Miley,5.0
7413,Jennifer L. Roberts,4.75
7415,Isabel Bird,4.67
7415,,4.67
7416,Felipe Pereda,2.25
7379,Felipe Pereda,3.6
7379,Patricio del Real,3.6
7382,Ioli Kalavrezou,4.5
7384,Joseph Koerner,4.64
7385,Felipe Pereda,5.0
7386,Suzanne Blier,2.71
7388,Maria Gough,5.0
7391,Jinah Kim,4.7
7393,Suzanne Blier,3.6
7395,Gulru Necipoglu-Kafadar,4.4
7396,Jeffrey Hamburger,5.0
7396,Felipe Pereda,5.0
7398,Maria Gough,
